Simulation ID,Rules,Timestamp,Station ID,Order ID,Task Name,Event Type,Details
Simulation5,CR + SPT,68.00,N/A,O-67,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 15.87, Station A-2: 13.10, Station B-1: 37.63, Station B-2: 42.35, Station C-1: 15.97, Station C-2: 15.95, Station D-1: 24.53, Station D-2: 21.85, Station D-3: 23.29, Station E-1: 10.67"
Simulation5,CR + SPT,68.00,N/A,O-63,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 15.87, Station A-2: 13.10, Station B-1: 37.63, Station B-2: 42.35, Station C-1: 15.97, Station C-2: 15.95, Station D-1: 24.53, Station D-2: 21.85, Station D-3: 23.29, Station E-1: 10.67"
Simulation5,CR + SPT,68.00,N/A,O-69,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 15.87, Station A-2: 13.10, Station B-1: 37.63, Station B-2: 42.35, Station C-1: 15.97, Station C-2: 15.95, Station D-1: 24.53, Station D-2: 21.85, Station D-3: 23.29, Station E-1: 10.67"
Simulation5,CR + SPT,68.00,N/A,O-35,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 15.87, Station A-2: 13.10, Station B-1: 37.63, Station B-2: 42.35, Station C-1: 15.97, Station C-2: 15.95, Station D-1: 24.53, Station D-2: 21.85, Station D-3: 23.29, Station E-1: 10.67"
Simulation5,CR + SPT,68.02,C-1,O-68,T3,Task Complete,"TWT: 58.25, TIT: 9.77"
Simulation5,CR + SPT,68.02,C-1,O-70,T3,Task Start,Process time: 1.93
Simulation5,CR + SPT,68.63,B-1,O-65,T2,Task Complete,"TWT: 56.16, TIT: 12.47"
Simulation5,CR + SPT,68.63,N/A,O-65,N/A,Order Finished,
Simulation5,CR + SPT,68.63,B-1,O-68,T2,Task Start,Process time: 2.71
Simulation5,CR + SPT,68.71,C-2,O-46,T3,Task Complete,"TWT: 55.41, TIT: 13.30"
Simulation5,CR + SPT,68.71,C-2,O-55,T3,Task Start,Process time: 2.72
Simulation5,CR + SPT,68.81,B-2,O-48,T2,Task Complete,"TWT: 59.21, TIT: 9.60"
Simulation5,CR + SPT,68.81,D-3,O-48,T4,Task Added,
Simulation5,CR + SPT,68.81,B-2,O-55,T2,Task Start,Process time: 3.23
Simulation5,CR + SPT,69.25,E-1,O-59,T5,Task Complete,"TWT: 45.47, TIT: 23.78"
Simulation5,CR + SPT,69.25,N/A,O-59,N/A,Order Finished,
Simulation5,CR + SPT,69.25,E-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,69.56,A-1,O-32,T1,Task Complete,"TWT: 63.26, TIT: 6.30"
Simulation5,CR + SPT,69.56,N/A,O-32,N/A,Order Finished,
Simulation5,CR + SPT,69.56,A-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,69.56,A-1,O-62,T1,Order Released,Continuous Release
Simulation5,CR + SPT,69.56,A-1,O-62,T1,Task Added,
Simulation5,CR + SPT,69.56,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,69.56,A-1,O-62,T1,Task Start,Process time: 1.91
Simulation5,CR + SPT,69.68,D-1,O-45,T4,Task Complete,"TWT: 63.02, TIT: 6.66"
Simulation5,CR + SPT,69.68,E-1,O-45,T5,Task Added,
Simulation5,CR + SPT,69.68,E-1,N/A,N/A,Idle End,Idle duration: 0.43
Simulation5,CR + SPT,69.68,D-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,69.68,E-1,O-45,T5,Task Start,Process time: 3.72
Simulation5,CR + SPT,69.95,C-1,O-70,T3,Task Complete,"TWT: 60.18, TIT: 9.77"
Simulation5,CR + SPT,69.95,C-1,O-57,T3,Task Start,Process time: 2.15
Simulation5,CR + SPT,70.10,D-3,O-41,T4,Task Complete,"TWT: 60.89, TIT: 9.21"
Simulation5,CR + SPT,70.10,N/A,O-41,N/A,Order Finished,
Simulation5,CR + SPT,70.10,D-3,O-48,T4,Task Start,Process time: 3.98
Simulation5,CR + SPT,71.34,B-1,O-68,T2,Task Complete,"TWT: 58.87, TIT: 12.47"
Simulation5,CR + SPT,71.34,N/A,O-68,N/A,Order Finished,
Simulation5,CR + SPT,71.34,B-1,O-47,T2,Task Start,Process time: 4.96
Simulation5,CR + SPT,71.43,C-2,O-55,T3,Task Complete,"TWT: 58.13, TIT: 13.30"
Simulation5,CR + SPT,71.43,C-2,O-52,T3,Task Start,Process time: 4.23
Simulation5,CR + SPT,71.44,A-2,O-38,T1,Task Complete,"TWT: 65.98, TIT: 5.46"
Simulation5,CR + SPT,71.44,N/A,O-38,N/A,Order Finished,
Simulation5,CR + SPT,71.44,A-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,71.44,A-2,O-37,T1,Order Released,Continuous Release
Simulation5,CR + SPT,71.44,A-2,O-37,T1,Task Added,
Simulation5,CR + SPT,71.44,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,71.44,A-2,O-37,T1,Task Start,Process time: 0.58
Simulation5,CR + SPT,71.47,A-1,O-62,T1,Task Complete,"TWT: 65.17, TIT: 6.30"
Simulation5,CR + SPT,71.47,B-1,O-62,T2,Task Added,
Simulation5,CR + SPT,71.47,C-1,O-62,T3,Task Added,
Simulation5,CR + SPT,71.47,A-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,71.47,A-1,O-66,T1,Order Released,Continuous Release
Simulation5,CR + SPT,71.47,A-1,O-66,T1,Task Added,
Simulation5,CR + SPT,71.47,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,71.47,A-1,O-66,T1,Task Start,Process time: 8.49
Simulation5,CR + SPT,72.00,N/A,O-60,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 22.94, Station A-2: 19.02, Station B-1: 41.68, Station B-2: 44.37, Station C-1: 13.26, Station C-2: 12.02, Station D-1: 22.55, Station D-2: 23.86, Station D-3: 22.83"
Simulation5,CR + SPT,72.00,N/A,O-51,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 22.94, Station A-2: 19.02, Station B-1: 41.68, Station B-2: 44.37, Station C-1: 13.26, Station C-2: 12.02, Station D-1: 22.55, Station D-2: 23.86, Station D-3: 22.83"
Simulation5,CR + SPT,72.00,N/A,O-67,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 22.94, Station A-2: 19.02, Station B-1: 41.68, Station B-2: 44.37, Station C-1: 13.26, Station C-2: 12.02, Station D-1: 22.55, Station D-2: 23.86, Station D-3: 22.83"
Simulation5,CR + SPT,72.00,N/A,O-35,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 22.94, Station A-2: 19.02, Station B-1: 41.68, Station B-2: 44.37, Station C-1: 13.26, Station C-2: 12.02, Station D-1: 22.55, Station D-2: 23.86, Station D-3: 22.83"
Simulation5,CR + SPT,72.00,N/A,O-63,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 22.94, Station A-2: 19.02, Station B-1: 41.68, Station B-2: 44.37, Station C-1: 13.26, Station C-2: 12.02, Station D-1: 22.55, Station D-2: 23.86, Station D-3: 22.83"
Simulation5,CR + SPT,72.00,N/A,O-69,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 22.94, Station A-2: 19.02, Station B-1: 41.68, Station B-2: 44.37, Station C-1: 13.26, Station C-2: 12.02, Station D-1: 22.55, Station D-2: 23.86, Station D-3: 22.83"
Simulation5,CR + SPT,72.02,A-2,O-37,T1,Task Complete,"TWT: 66.56, TIT: 5.46"
Simulation5,CR + SPT,72.02,N/A,O-37,N/A,Order Finished,
Simulation5,CR + SPT,72.02,A-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,72.02,A-2,O-60,T1,Order Released,Continuous Release
Simulation5,CR + SPT,72.02,A-2,O-60,T1,Task Added,
Simulation5,CR + SPT,72.02,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,72.02,A-2,O-60,T1,Task Start,Process time: 4.68
Simulation5,CR + SPT,72.04,B-2,O-55,T2,Task Complete,"TWT: 62.44, TIT: 9.60"
Simulation5,CR + SPT,72.04,D-2,O-55,T4,Task Added,
Simulation5,CR + SPT,72.04,D-2,N/A,N/A,Idle End,Idle duration: 7.66
Simulation5,CR + SPT,72.04,D-2,O-55,T4,Task Start,Process time: 3.87
Simulation5,CR + SPT,72.04,B-2,O-46,T2,Task Start,Process time: 4.46
Simulation5,CR + SPT,72.10,C-1,O-57,T3,Task Complete,"TWT: 62.33, TIT: 9.77"
Simulation5,CR + SPT,72.10,C-1,O-62,T3,Task Start,Process time: 1.12
Simulation5,CR + SPT,73.22,C-1,O-62,T3,Task Complete,"TWT: 63.45, TIT: 9.77"
Simulation5,CR + SPT,73.22,C-1,O-40,T3,Task Start,Process time: 2.60
Simulation5,CR + SPT,73.40,E-1,O-45,T5,Task Complete,"TWT: 49.19, TIT: 24.21"
Simulation5,CR + SPT,73.40,N/A,O-45,N/A,Order Finished,
Simulation5,CR + SPT,73.40,E-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,74.08,D-3,O-48,T4,Task Complete,"TWT: 64.87, TIT: 9.21"
Simulation5,CR + SPT,74.08,N/A,O-48,N/A,Order Finished,
Simulation5,CR + SPT,74.08,D-3,N/A,N/A,Idle Start,
Simulation5,CR + SPT,75.66,C-2,O-52,T3,Task Complete,"TWT: 62.36, TIT: 13.30"
Simulation5,CR + SPT,75.66,C-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,75.82,C-1,O-40,T3,Task Complete,"TWT: 66.05, TIT: 9.77"
Simulation5,CR + SPT,75.82,C-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,75.91,D-2,O-55,T4,Task Complete,"TWT: 63.24, TIT: 12.67"
Simulation5,CR + SPT,75.91,E-1,O-55,T5,Task Added,
Simulation5,CR + SPT,75.91,E-1,N/A,N/A,Idle End,Idle duration: 2.51
Simulation5,CR + SPT,75.91,D-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,75.91,E-1,O-55,T5,Task Start,Process time: 4.08
Simulation5,CR + SPT,76.00,N/A,O-35,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 27.62, Station A-2: 23.12, Station B-1: 41.68, Station B-2: 41.14, Station D-1: 22.55, Station D-2: 21.92, Station D-3: 18.85"
Simulation5,CR + SPT,76.00,N/A,O-51,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 27.62, Station A-2: 23.12, Station B-1: 41.68, Station B-2: 41.14, Station D-1: 22.55, Station D-2: 21.92, Station D-3: 18.85"
Simulation5,CR + SPT,76.00,N/A,O-67,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 27.62, Station A-2: 23.12, Station B-1: 41.68, Station B-2: 41.14, Station D-1: 22.55, Station D-2: 21.92, Station D-3: 18.85"
Simulation5,CR + SPT,76.00,N/A,O-63,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 27.62, Station A-2: 23.12, Station B-1: 41.68, Station B-2: 41.14, Station D-1: 22.55, Station D-2: 21.92, Station D-3: 18.85"
Simulation5,CR + SPT,76.00,N/A,O-69,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 27.62, Station A-2: 23.12, Station B-1: 41.68, Station B-2: 41.14, Station D-1: 22.55, Station D-2: 21.92, Station D-3: 18.85"
Simulation5,CR + SPT,76.30,B-1,O-47,T2,Task Complete,"TWT: 63.83, TIT: 12.47"
Simulation5,CR + SPT,76.30,N/A,O-47,N/A,Order Finished,
Simulation5,CR + SPT,76.30,B-1,O-70,T2,Task Start,Process time: 6.92
Simulation5,CR + SPT,76.50,B-2,O-46,T2,Task Complete,"TWT: 66.90, TIT: 9.60"
Simulation5,CR + SPT,76.50,N/A,O-46,N/A,Order Finished,
Simulation5,CR + SPT,76.50,B-2,O-40,T2,Task Start,Process time: 5.81
Simulation5,CR + SPT,76.70,A-2,O-60,T1,Task Complete,"TWT: 71.24, TIT: 5.46"
Simulation5,CR + SPT,76.70,N/A,O-60,N/A,Order Finished,
Simulation5,CR + SPT,76.70,A-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,76.70,A-2,O-35,T1,Order Released,Continuous Release
Simulation5,CR + SPT,76.70,A-2,O-35,T1,Task Added,
Simulation5,CR + SPT,76.70,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,76.70,A-2,O-35,T1,Task Start,Process time: 0.81
Simulation5,CR + SPT,77.51,A-2,O-35,T1,Task Complete,"TWT: 72.05, TIT: 5.46"
Simulation5,CR + SPT,77.51,N/A,O-35,N/A,Order Finished,
Simulation5,CR + SPT,77.51,A-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,77.51,A-2,O-51,T1,Order Released,Continuous Release
Simulation5,CR + SPT,77.51,A-2,O-51,T1,Task Added,
Simulation5,CR + SPT,77.51,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,77.51,A-2,O-51,T1,Task Start,Process time: 2.89
Simulation5,CR + SPT,79.96,A-1,O-66,T1,Task Complete,"TWT: 73.66, TIT: 6.30"
Simulation5,CR + SPT,79.96,N/A,O-66,N/A,Order Finished,
Simulation5,CR + SPT,79.96,A-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,79.96,A-1,O-67,T1,Order Released,Continuous Release
Simulation5,CR + SPT,79.96,A-1,O-67,T1,Task Added,
Simulation5,CR + SPT,79.96,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,79.96,A-1,O-67,T1,Task Start,Process time: 3.55
Simulation5,CR + SPT,79.99,E-1,O-55,T5,Task Complete,"TWT: 53.27, TIT: 26.72"
Simulation5,CR + SPT,79.99,N/A,O-55,N/A,Order Finished,
Simulation5,CR + SPT,79.99,E-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,80.00,N/A,O-63,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 26.38, Station A-2: 24.88, Station B-1: 36.72, Station B-2: 36.68, Station D-1: 22.55, Station D-2: 21.92, Station D-3: 18.85"
Simulation5,CR + SPT,80.00,N/A,O-69,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 26.38, Station A-2: 24.88, Station B-1: 36.72, Station B-2: 36.68, Station D-1: 22.55, Station D-2: 21.92, Station D-3: 18.85"
Simulation5,CR + SPT,80.40,A-2,O-51,T1,Task Complete,"TWT: 74.94, TIT: 5.46"
Simulation5,CR + SPT,80.40,N/A,O-51,N/A,Order Finished,
Simulation5,CR + SPT,80.40,A-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,80.40,A-2,O-63,T1,Order Released,Continuous Release
Simulation5,CR + SPT,80.40,A-2,O-63,T1,Task Added,
Simulation5,CR + SPT,80.40,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,80.40,A-2,O-63,T1,Task Start,Process time: 2.13
Simulation5,CR + SPT,82.31,B-2,O-40,T2,Task Complete,"TWT: 72.71, TIT: 9.60"
Simulation5,CR + SPT,82.31,N/A,O-40,N/A,Order Finished,
Simulation5,CR + SPT,82.31,B-2,O-57,T2,Task Start,Process time: 7.29
Simulation5,CR + SPT,82.53,A-2,O-63,T1,Task Complete,"TWT: 77.07, TIT: 5.46"
Simulation5,CR + SPT,82.53,N/A,O-63,N/A,Order Finished,
Simulation5,CR + SPT,82.53,A-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,82.53,A-2,O-69,T1,Order Released,Continuous Release
Simulation5,CR + SPT,82.53,A-2,O-69,T1,Task Added,
Simulation5,CR + SPT,82.53,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation5,CR + SPT,82.53,A-2,O-69,T1,Task Start,Process time: 3.05
Simulation5,CR + SPT,83.22,B-1,O-70,T2,Task Complete,"TWT: 70.75, TIT: 12.47"
Simulation5,CR + SPT,83.22,E-1,O-70,T5,Task Added,
Simulation5,CR + SPT,83.22,E-1,N/A,N/A,Idle End,Idle duration: 3.23
Simulation5,CR + SPT,83.22,E-1,O-70,T5,Task Start,Process time: 2.71
Simulation5,CR + SPT,83.22,B-1,O-53,T2,Task Start,Process time: 7.22
Simulation5,CR + SPT,83.51,A-1,O-67,T1,Task Complete,"TWT: 77.21, TIT: 6.30"
Simulation5,CR + SPT,83.51,N/A,O-67,N/A,Order Finished,
Simulation5,CR + SPT,83.51,A-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,85.58,A-2,O-69,T1,Task Complete,"TWT: 80.12, TIT: 5.46"
Simulation5,CR + SPT,85.58,N/A,O-69,N/A,Order Finished,
Simulation5,CR + SPT,85.58,A-2,N/A,N/A,Idle Start,
Simulation5,CR + SPT,85.93,E-1,O-70,T5,Task Complete,"TWT: 55.98, TIT: 29.95"
Simulation5,CR + SPT,85.93,N/A,O-70,N/A,Order Finished,
Simulation5,CR + SPT,85.93,E-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,89.60,B-2,O-57,T2,Task Complete,"TWT: 80.00, TIT: 9.60"
Simulation5,CR + SPT,89.60,N/A,O-57,N/A,Order Finished,
Simulation5,CR + SPT,89.60,B-2,O-52,T2,Task Start,Process time: 7.50
Simulation5,CR + SPT,90.44,B-1,O-53,T2,Task Complete,"TWT: 77.97, TIT: 12.47"
Simulation5,CR + SPT,90.44,D-1,O-53,T4,Task Added,
Simulation5,CR + SPT,90.44,D-1,N/A,N/A,Idle End,Idle duration: 20.76
Simulation5,CR + SPT,90.44,D-1,O-53,T4,Task Start,Process time: 3.95
Simulation5,CR + SPT,90.44,B-1,O-62,T2,Task Start,Process time: 9.03
Simulation5,CR + SPT,94.39,D-1,O-53,T4,Task Complete,"TWT: 66.97, TIT: 27.42"
Simulation5,CR + SPT,94.39,E-1,O-53,T5,Task Added,
Simulation5,CR + SPT,94.39,E-1,N/A,N/A,Idle End,Idle duration: 8.46
Simulation5,CR + SPT,94.39,D-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,94.39,E-1,O-53,T5,Task Start,Process time: 3.89
Simulation5,CR + SPT,97.10,B-2,O-52,T2,Task Complete,"TWT: 87.50, TIT: 9.60"
Simulation5,CR + SPT,97.10,N/A,O-52,N/A,Order Finished,
Simulation5,CR + SPT,97.10,B-2,O-27,T2,Task Start,Process time: 9.05
Simulation5,CR + SPT,98.28,E-1,O-53,T5,Task Complete,"TWT: 59.87, TIT: 38.41"
Simulation5,CR + SPT,98.28,N/A,O-53,N/A,Order Finished,
Simulation5,CR + SPT,98.28,E-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,99.47,B-1,O-62,T2,Task Complete,"TWT: 87.00, TIT: 12.47"
Simulation5,CR + SPT,99.47,D-2,O-62,T4,Task Added,
Simulation5,CR + SPT,99.47,D-2,N/A,N/A,Idle End,Idle duration: 23.56
Simulation5,CR + SPT,99.47,B-1,N/A,N/A,Idle Start,
Simulation5,CR + SPT,99.47,D-2,O-62,T4,Task Start,Process time: 4.02
Simulation5,CR + SPT,100.00,N/A,N/A,N/A,Simulation End,N/A
Simulation5,CR + SPT,100.00,A-1,N/A,N/A,Simulation End,"FWT: 77.21, FIT: 22.79"
Simulation5,CR + SPT,100.00,A-2,N/A,N/A,Simulation End,"FWT: 80.12, FIT: 19.88"
Simulation5,CR + SPT,100.00,B-1,N/A,N/A,Simulation End,"FWT: 87.00, FIT: 13.00"
Simulation5,CR + SPT,100.00,B-2,N/A,N/A,Simulation End,"FWT: 90.40, FIT: 9.60"
Simulation5,CR + SPT,100.00,C-1,N/A,N/A,Simulation End,"FWT: 66.05, FIT: 33.95"
Simulation5,CR + SPT,100.00,C-2,N/A,N/A,Simulation End,"FWT: 62.36, FIT: 37.64"
Simulation5,CR + SPT,100.00,D-1,N/A,N/A,Simulation End,"FWT: 66.97, FIT: 33.03"
Simulation5,CR + SPT,100.00,D-2,N/A,N/A,Simulation End,"FWT: 63.77, FIT: 36.23"
Simulation5,CR + SPT,100.00,D-3,N/A,N/A,Simulation End,"FWT: 64.87, FIT: 35.13"
Simulation5,CR + SPT,100.00,E-1,N/A,N/A,Simulation End,"FWT: 59.87, FIT: 40.13"
Simulation6,CR + PST,0.00,N/A,N/A,N/A,Simulation Start,N/A
Simulation6,CR + PST,0.00,A-1,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,A-2,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,B-1,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,B-2,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,C-1,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,C-2,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,D-1,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,D-2,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,D-3,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,E-1,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.00,N/A,O-1,N/A,Order Arrival,5 tasks included
Simulation6,CR + PST,0.00,A-1,O-1,T1,Order Released,Continuous Release
Simulation6,CR + PST,0.00,A-1,O-1,T1,Task Added,
Simulation6,CR + PST,0.00,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation6,CR + PST,0.00,A-1,O-1,T1,Task Start,Process time: 0.68
Simulation6,CR + PST,0.68,A-1,O-1,T1,Task Complete,"TWT: 0.68, TIT: 0.00"
Simulation6,CR + PST,0.68,B-1,O-1,T2,Task Added,
Simulation6,CR + PST,0.68,C-1,O-1,T3,Task Added,
Simulation6,CR + PST,0.68,B-1,N/A,N/A,Idle End,Idle duration: 0.68
Simulation6,CR + PST,0.68,C-1,N/A,N/A,Idle End,Idle duration: 0.68
Simulation6,CR + PST,0.68,A-1,N/A,N/A,Idle Start,
Simulation6,CR + PST,0.68,B-1,O-1,T2,Task Start,Process time: 1.69
Simulation6,CR + PST,0.68,C-1,O-1,T3,Task Start,Process time: 1.45
Simulation6,CR + PST,2.05,N/A,O-2,N/A,Order Arrival,5 tasks included
Simulation6,CR + PST,2.05,D-1,O-2,T4,Order Released,Continuous Release
Simulation6,CR + PST,2.05,D-1,O-2,T4,Task Added,
Simulation6,CR + PST,2.05,D-1,N/A,N/A,Idle End,Idle duration: 2.05
Simulation6,CR + PST,2.05,D-1,O-2,T4,Task Start,Process time: 4.27
Simulation6,CR + PST,2.13,C-1,O-1,T3,Task Complete,"TWT: 1.45, TIT: 0.68"
Simulation6,CR + PST,2.13,C-1,N/A,N/A,Idle Start,
Simulation6,CR + PST,2.17,N/A,O-3,N/A,Order Arrival,4 tasks included
Simulation6,CR + PST,2.17,D-2,O-3,T4,Order Released,Continuous Release
Simulation6,CR + PST,2.17,D-2,O-3,T4,Task Added,
Simulation6,CR + PST,2.17,D-2,N/A,N/A,Idle End,Idle duration: 2.17
Simulation6,CR + PST,2.17,D-2,O-3,T4,Task Start,Process time: 3.29
Simulation6,CR + PST,2.37,B-1,O-1,T2,Task Complete,"TWT: 1.69, TIT: 0.68"
Simulation6,CR + PST,2.37,D-1,O-1,T4,Task Added,
Simulation6,CR + PST,2.37,B-1,N/A,N/A,Idle Start,
Simulation6,CR + PST,2.94,N/A,O-4,N/A,Order Arrival,2 tasks included
Simulation6,CR + PST,2.94,D-3,O-4,T4,Order Released,Continuous Release
Simulation6,CR + PST,2.94,D-3,O-4,T4,Task Added,
Simulation6,CR + PST,2.94,D-3,N/A,N/A,Idle End,Idle duration: 2.94
Simulation6,CR + PST,2.94,D-3,O-4,T4,Task Start,Process time: 4.22
Simulation6,CR + PST,5.46,D-2,O-3,T4,Task Complete,"TWT: 3.29, TIT: 2.17"
Simulation6,CR + PST,5.46,A-2,O-3,T1,Task Added,
Simulation6,CR + PST,5.46,A-2,N/A,N/A,Idle End,Idle duration: 5.46
Simulation6,CR + PST,5.46,D-2,N/A,N/A,Idle Start,
Simulation6,CR + PST,5.46,A-2,O-3,T1,Task Start,Process time: 3.13
Simulation6,CR + PST,5.63,N/A,O-5,N/A,Order Arrival,4 tasks included
Simulation6,CR + PST,5.63,A-1,O-5,T1,Order Released,Continuous Release
Simulation6,CR + PST,5.63,A-1,O-5,T1,Task Added,
Simulation6,CR + PST,5.63,A-1,N/A,N/A,Idle End,Idle duration: 4.95
Simulation6,CR + PST,5.63,A-1,O-5,T1,Task Start,Process time: 2.46
Simulation6,CR + PST,5.84,N/A,O-6,N/A,Order Arrival,3 tasks included
Simulation6,CR + PST,6.32,D-1,O-2,T4,Task Complete,"TWT: 4.27, TIT: 2.05"
Simulation6,CR + PST,6.32,A-1,O-2,T1,Task Added,
Simulation6,CR + PST,6.32,D-1,O-1,T4,Task Start,Process time: 4.03
Simulation6,CR + PST,6.42,N/A,O-7,N/A,Order Arrival,2 tasks included
Simulation6,CR + PST,6.42,D-2,O-7,T4,Order Released,Continuous Release
Simulation6,CR + PST,6.42,D-2,O-7,T4,Task Added,
Simulation6,CR + PST,6.42,D-2,N/A,N/A,Idle End,Idle duration: 0.96
Simulation6,CR + PST,6.42,D-2,O-7,T4,Task Start,Process time: 4.55
Simulation6,CR + PST,7.16,D-3,O-4,T4,Task Complete,"TWT: 4.22, TIT: 2.94"
Simulation6,CR + PST,7.16,A-1,O-4,T1,Task Added,
Simulation6,CR + PST,7.16,D-3,N/A,N/A,Idle Start,
Simulation6,CR + PST,7.73,N/A,O-8,N/A,Order Arrival,5 tasks included
Simulation6,CR + PST,8.00,N/A,O-6,N/A,Order Released,Periodic Release
Simulation6,CR + PST,8.00,A-1,O-6,T1,Task Added,
Simulation6,CR + PST,8.00,N/A,O-8,N/A,Order Released,Periodic Release
Simulation6,CR + PST,8.00,A-2,O-8,T1,Task Added,
Simulation6,CR + PST,8.00,N/A,O-9,N/A,Order Arrival,4 tasks included
Simulation6,CR + PST,8.00,D-3,O-9,T4,Order Released,Continuous Release
Simulation6,CR + PST,8.00,D-3,O-9,T4,Task Added,
Simulation6,CR + PST,8.00,D-3,N/A,N/A,Idle End,Idle duration: 0.84
Simulation6,CR + PST,8.00,D-3,O-9,T4,Task Start,Process time: 4.57
Simulation6,CR + PST,8.09,A-1,O-5,T1,Task Complete,"TWT: 3.14, TIT: 4.95"
Simulation6,CR + PST,8.09,B-1,O-5,T2,Task Added,
Simulation6,CR + PST,8.09,C-2,O-5,T3,Task Added,
Simulation6,CR + PST,8.09,B-1,N/A,N/A,Idle End,Idle duration: 5.72
Simulation6,CR + PST,8.09,C-2,N/A,N/A,Idle End,Idle duration: 8.09
Simulation6,CR + PST,8.09,B-1,O-5,T2,Task Start,Process time: 1.86
Simulation6,CR + PST,8.09,C-2,O-5,T3,Task Start,Process time: 1.77
Simulation6,CR + PST,8.09,A-1,O-6,T1,Task Start,Process time: 2.80
Simulation6,CR + PST,8.59,A-2,O-3,T1,Task Complete,"TWT: 3.13, TIT: 5.46"
Simulation6,CR + PST,8.59,B-2,O-3,T2,Task Added,
Simulation6,CR + PST,8.59,C-1,O-3,T3,Task Added,
Simulation6,CR + PST,8.59,B-2,N/A,N/A,Idle End,Idle duration: 8.59
Simulation6,CR + PST,8.59,C-1,N/A,N/A,Idle End,Idle duration: 6.46
Simulation6,CR + PST,8.59,B-2,O-3,T2,Task Start,Process time: 1.15
Simulation6,CR + PST,8.59,C-1,O-3,T3,Task Start,Process time: 3.87
Simulation6,CR + PST,8.59,A-2,O-8,T1,Task Start,Process time: 1.23
Simulation6,CR + PST,8.73,N/A,O-10,N/A,Order Arrival,1 tasks included
Simulation6,CR + PST,9.10,N/A,O-11,N/A,Order Arrival,1 tasks included
Simulation6,CR + PST,9.18,N/A,O-12,N/A,Order Arrival,4 tasks included
